EI-10201A,LIC10201,FIC-10203,FIC-10101,TI-11701,PDIC-10102,LIC-10101,TI-10403,PIC-10201,PIC-10101,FI-10302
12.48338,166.6763,62.09425,62.69468,34.1,0.0556,181.9555,206.6,1.267435,1.37735,69.99593
12.47796,166.7132,61.3615,62.87717,34.1,0.056,181.8571,206.6,1.267327,1.376916,69.04652
12.47362,166.7194,61.87238,63.07978,34.1,0.0555,182.0539,206.6,1.267869,1.377567,67.9886
12.4747,166.6886,61.59514,62.58659,34.1,0.0554,182.0723,206.6,1.267978,1.37735,68.82951
12.47796,166.6702,61.89707,62.7362,34.1,0.0561,182.2014,206.6,1.267978,1.377567,70.47878
12.46819,166.7194,61.71411,62.44496,34.1,0.0562,182.0539,206.6,1.267869,1.376916,70.27804
12.48013,166.7071,61.74382,62.87717,34.1,0.0554,182.1707,206.6,1.267761,1.376916,70.74461
12.48555,166.744,61.42621,63.25293,34.1,0.056,182.1215,206.6,1.267218,1.376916,69.49139
12.45734,166.7378,61.71906,62.97649,34.1,0.0559,182.1953,206.6,1.268086,1.377567,69.42086
12.44975,166.7501,61.70916,62.81087,34.1,0.0561,182.3859,206.6,1.267869,1.376265,69.71925
12.46928,166.7317,61.47594,63.08804,34.1,0.0558,182.3798,206.6,1.267218,1.376916,69.9905
12.46819,166.7501,61.85756,63.03022,34.1,0.0559,182.4904,206.6,1.266893,1.376265,68.65591
12.46819,166.7624,62.08933,62.7279,34.1,0.055048,182.3982,206.6,1.267435,1.377024,69.44798
12.46819,166.7993,61.82296,63.04675,34.1,0.0561,182.4843,206.6,1.266459,1.375939,69.71382
12.46385,166.7378,61.92175,63.09216,34.1,0.0557,182.4597,206.6,1.265916,1.376048,69.43713
12.44758,166.7317,61.83779,63.14992,34.1,0.056603,182.6011,206.6,1.267218,1.377458,70.39197
12.45626,166.7378,62.02039,62.60323,34.1,0.056494,182.5458,206.6,1.266893,1.375939,70.58185
12.44649,166.7378,61.35154,63.1293,34.1,0.056,182.5212,206.6,1.266784,1.375288,70.87481
12.44649,166.7624,61.73392,62.66559,34.1,0.0562,182.5089,206.6,1.266676,1.378435,69.33948
12.44541,166.6886,61.94149,63.0839,34.1,0.0562,182.5335,206.6,1.266676,1.376048,70.1207
12.44432,166.6825,61.65961,63.21175,34.1,0.0561,182.5642,206.6,1.266133,1.37518,71.92188
12.45192,166.6763,61.43616,62.95581,34.1,0.056,182.6933,206.6,1.266676,1.375722,68.6776
12.45843,166.6763,61.44114,62.93512,34.1,0.0561,182.5765,206.6,1.265916,1.37518,68.66133
12.44432,166.6395,62.04502,62.46164,34.1,0.0559,182.761,206.5,1.266133,1.375939,68.71016
12.44107,166.6149,61.54054,62.41994,34.1,0.0563,182.6257,206.5,1.266242,1.376265,70.96162
12.44649,166.6763,61.89707,62.77355,34.1,0.0562,182.4781,206.5,1.265048,1.374637,71.55296
12.44541,166.7009,61.89707,62.51165,34.1,0.0557,182.3859,206.5,1.266242,1.375831,70.5493
12.4389,166.6579,61.84768,62.61571,34.1,0.0556,182.5458,206.5,1.266893,1.375939,72.72481
12.44432,166.6579,62.03517,62.85646,34.1,0.0563,182.4843,206.5,1.266893,1.376807,72.78991
12.44215,166.6149,61.99574,62.52415,34.1,0.0559,182.3613,206.5,1.26635,1.375722,70.5493
12.43998,166.6149,61.55047,62.57411,34.1,0.0555,182.306,206.5,1.264831,1.373878,69.68669
12.44649,166.6825,61.61995,62.73205,34.1,0.056,182.226,206.5,1.265265,1.374312,72.31249
12.44649,166.6886,61.65961,62.70714,34.1,0.0562,182.0539,206.4,1.265699,1.374854,71.01044
12.61901,166.5903,62.20736,62.70714,34.1,0.0562,182.2014,206.4,1.265374,1.374746,71.69944
12.61901,166.6087,62.02039,62.47831,34.1,0.056,182.226,206.4,1.265374,1.373552,71.91103
12.60491,166.6149,62.15821,62.33226,34.1,0.0562,182.2014,206.4,1.265157,1.373878,72.86044
12.6125,166.6395,61.60011,62.58243,34.1,0.0561,182.3306,206.4,1.265157,1.374637,72.75735
12.59948,166.578,61.89213,62.98889,34.1,0.0561,182.3552,206.4,1.265374,1.37518,71.44988
12.60165,166.6395,61.42621,62.88546,34.1,0.0569,182.1523,206.4,1.265591,1.375288,73.14255
12.58755,166.6395,61.466,62.84403,34.1,0.0556,182.2076,206.4,1.265265,1.374746,71.95985
12.59948,166.5964,61.8625,63.14167,34.1,0.056,182.3798,206.4,1.265265,1.373335,71.69402
12.59948,166.6272,61.63978,62.41994,34.1,0.0557,182.6749,206.3,1.264614,1.374095,71.80795
12.59948,166.5964,61.57529,62.7279,34.1,0.0559,182.4413,206.3,1.26418,1.373661,72.38302
12.60165,166.5226,61.83779,63.26527,34.1,0.0562,182.472,206.3,1.265265,1.374312,71.02129
12.58755,166.5288,61.84273,62.79014,34.1,0.0561,182.4413,206.3,1.265157,1.375288,72.29079
12.57778,166.6517,61.99574,62.81502,34.1,0.0562,182.4843,206.3,1.264723,1.373769,71.34138
12.5767,166.6395,61.68935,62.83989,34.1,0.0556,182.5458,206.3,1.263963,1.374312,74.02142
12.58212,166.578,61.68439,62.59075,34.1,0.0562,182.4105,206.3,1.263204,1.373227,71.26
12.58863,166.6456,61.64474,63.0013,34.1,0.0564,182.1953,206.3,1.263204,1.373552,72.22026
12.59406,166.5534,61.8872,63.21175,34.1,0.056494,182.472,206.3,1.264723,1.374746,71.89474
12.58755,166.5534,61.94149,62.71544,34.1,0.056603,182.7056,206.3,1.263963,1.373878,71.42276
12.59406,166.6579,61.68935,62.5408,34.1,0.0558,182.5765,206.3,1.263638,1.372684,71.94357
12.59623,166.6272,61.52068,62.84403,34.1,0.0561,182.3921,206.3,1.262878,1.372142,75.28008
12.58755,166.621,61.44611,63.10455,34.1,0.0563,182.4167,206.3,1.263095,1.37225,72.99606
12.59623,166.5595,61.92175,63.1293,34.1,0.0556,182.472,206.2,1.263421,1.372467,72.77363
12.58321,166.5903,61.6497,63.27763,34.1,0.0564,182.6687,206.3,1.262661,1.371925,73.26733
12.57561,166.6087,61.80813,63.08804,34.1,0.0561,182.638,206.3,1.263204,1.371599,73.21307
12.58755,166.4734,62.11886,63.07978,34.1,0.0561,182.6687,206.2,1.263638,1.372684,72.43727
12.58863,166.5534,62.16313,62.80258,34.1,0.0559,182.8102,206.2,1.262661,1.371599,71.76997
12.58646,166.5472,61.61003,62.7279,34.1,0.0559,183.0377,206.1,1.261793,1.371708,73.11542
12.57778,166.5226,61.57529,63.10867,34.1,0.0564,183.0869,206.1,1.261901,1.371708,74.10823
12.54957,166.5595,62.06964,62.89373,34.1,0.0562,182.9454,206.1,1.262444,1.371599,70.80971
12.56585,166.578,61.52564,63.10867,34.1,0.0561,182.9024,206.1,1.263095,1.372684,72.69225
12.56585,166.6395,61.73887,62.6365,34.1,0.056,182.8901,206.1,1.261793,1.371708,72.34504
12.56693,166.5964,61.26679,62.96408,34.1,0.056494,182.9823,206.1,1.260491,1.369212,73.26733
12.5691,166.5964,61.84768,62.89788,34.1,0.0563,183.0684,206.1,1.260708,1.368235,70.94534
12.57453,166.5472,61.66457,62.41576,34.1,0.0557,183.1299,206.1,1.259948,1.369863,72.73023
12.56585,166.5226,62.04502,62.75695,34.1,0.056,183.2713,206.1,1.260708,1.370406,72.94724
12.5474,166.5349,61.49086,62.74035,34.1,0.0556,183.1668,206.1,1.26125,1.370839,72.02496
12.53872,166.4919,61.28674,63.12518,34.1,0.0557,183.2221,206,1.260165,1.369321,72.10091
12.54415,166.621,61.59018,62.88131,34.1,0.0552,183.1975,206,1.260165,1.369537,72.29621
12.53438,166.5288,62.04009,62.84403,34.1,0.0561,183.2406,206,1.26125,1.370406,72.07378
12.55283,166.5288,61.80813,62.31973,34.1,0.0559,183.548,206,1.262444,1.372142,72.7031
12.555,166.5841,61.63483,63.04261,34.1,0.0563,183.548,206,1.260816,1.370406,72.58917
12.54415,166.5841,62.01053,62.94754,34.1,0.0561,183.5603,206,1.260491,1.370297,75.35603
12.52679,166.5657,61.7834,62.68637,34.1,0.056,183.5787,206,1.259189,1.367367,71.53126
12.53438,166.6149,61.8872,63.16641,34.1,0.0563,183.259,206,1.259948,1.369321,75.394
12.5333,166.5226,61.8872,63.0839,34.1,0.0557,183.4373,206,1.260816,1.369212,72.14973
12.52679,166.4734,62.22701,62.80258,34.1,0.0559,183.5849,206,1.259406,1.369537,72.26909
12.54415,166.5657,61.54054,62.62403,34.1,0.0552,183.5787,206.1,1.259731,1.369321,75.51336
12.53113,166.5964,62.18279,62.67806,34.1,0.0562,183.4926,206.1,1.259623,1.368127,72.54034
12.52896,166.6149,61.7834,62.87717,34.1,0.0558,183.4558,206.1,1.259623,1.368452,75.09562
12.52028,166.5657,61.6497,62.89373,34.1,0.0562,183.591,206,1.25984,1.368886,73.08287
12.52245,166.5288,61.87238,63.17466,34.1,0.0561,183.5664,206.1,1.260491,1.368778,72.31249
12.51051,166.578,61.59514,62.99717,34.2,0.0561,183.7202,206,1.259948,1.368886,72.36674
12.50943,166.5964,61.53557,62.89788,34.1,0.056,183.6156,206,1.259731,1.369321,73.23477
12.53113,166.6517,61.72401,63.19527,34.1,0.0562,183.4742,206,1.260165,1.368778,75.68697
12.52353,166.5903,61.79824,62.90202,34.1,0.0554,183.6095,206,1.260274,1.370514,73.66879
12.52245,166.5534,61.6943,62.54497,34.1,0.0562,183.6525,206,1.25984,1.369212,73.81527
12.52679,166.5964,61.65961,62.60739,34.1,0.0563,183.837,206,1.259189,1.368778,75.01424
12.50943,166.5288,61.52068,62.93926,34.2,0.0561,183.9046,206,1.259406,1.368886,75.79546
12.51051,166.5657,61.8872,62.99717,34.2,0.0558,183.6279,206,1.258863,1.368452,75.36145
12.51051,166.5595,61.76361,63.25293,34.2,0.056,183.8062,206,1.259189,1.368127,74.80808
12.52245,166.578,61.63483,62.60323,34.2,0.0561,183.7939,206,1.259623,1.368235,74.92201
12.50617,166.5534,61.67448,63.1623,34.2,0.0552,183.9784,206,1.258212,1.366825,74.02686
12.50943,166.578,61.99081,62.93926,34.2,0.056,183.7939,206.1,1.257236,1.366825,72.97979
12.5333,166.5226,61.84768,62.85646,34.1,0.0561,183.7939,206.1,1.258104,1.366174,75.4157
12.52245,166.5841,61.60011,63.03848,34.2,0.0562,183.7325,206.1,1.258538,1.368127,72.81703
12.51702,166.5349,61.82296,62.93926,34.1,0.0556,183.6402,206.1,1.258863,1.367259,72.83873
12.51485,166.578,61.77351,62.56578,34.1,0.0556,183.7816,206.1,1.257236,1.366608,74.25471
12.51051,166.6087,61.42123,62.66559,34.1,0.0563,183.7386,206.1,1.257995,1.366608,73.60368
12.504,166.5964,61.466,62.93512,34.1,0.0563,183.5049,206.1,1.257561,1.366499,77.12464
12.504,166.5349,61.76856,62.51998,34.1,0.056,183.7325,206,1.258321,1.368452,74.21131
12.504,166.5841,62.03517,62.77355,34.1,0.056,183.5664,206,1.258212,1.367367,75.63271
12.50943,166.5595,61.59018,62.83989,34.1,0.0561,183.8001,206,1.258212,1.366499,74.35236
12.50943,166.5165,61.65961,62.50749,34.1,0.0558,183.5849,206,1.257995,1.366282,73.08287
12.504,166.5042,62.06964,62.94754,34.2,0.0556,183.4988,206,1.256476,1.365523,70.83684
12.50726,166.621,61.71411,62.44496,34.1,0.0557,183.6464,206,1.257019,1.366174,72.75193
12.4964,166.5472,61.52564,62.96822,34.1,0.0561,183.671,206,1.257453,1.366174,74.89488
12.49098,166.5595,62.05487,62.73205,34.1,0.0558,183.671,206,1.257778,1.36574,74.82436
12.50617,166.5964,61.64474,62.71129,34.1,0.0558,183.8554,206,1.25767,1.366608,75.29635
12.49858,166.5349,61.47097,63.02609,34.2,0.0559,183.8616,206,1.25767,1.366716,76.65807
12.504,166.5288,61.74876,63.06327,34.2,0.0558,183.8862,206,1.256693,1.365414,71.40648
12.49098,166.4919,61.68439,62.46998,34.2,0.0561,183.8985,206,1.257561,1.367042,75.38316
12.50943,166.498,61.28674,62.83989,34.2,0.0561,183.837,206,1.257236,1.366608,74.68873
12.47796,166.5288,61.61003,63.04261,34.2,0.0556,183.9907,206,1.258104,1.36715,78.30733
12.49098,166.5288,61.69925,62.62818,34.2,0.0557,184.0153,205.9,1.25767,1.366608,74.38492
12.48555,166.6272,61.60011,62.93512,34.2,0.056,183.8862,205.9,1.257236,1.366825,74.49342
12.48555,166.5534,61.71411,62.77355,34.2,0.056494,183.8001,205.9,1.257561,1.366065,73.75559
12.48447,166.621,61.7933,62.58243,34.2,0.0562,183.837,205.9,1.257778,1.366282,72.80618
12.48989,166.4919,61.52068,62.73205,34.2,0.056,183.8431,205.9,1.257019,1.36574,74.03228
12.47796,166.5288,61.95629,63.17054,34.2,0.056,183.7202,205.9,1.257778,1.366825,72.53492
12.48013,166.5165,61.99574,62.65728,34.2,0.0563,183.7386,205.9,1.25767,1.366499,75.44826
12.47796,166.5472,61.31665,62.95995,34.2,0.0559,184.046,205.8,1.256585,1.36574,74.17333
12.48447,166.5534,61.70916,62.96408,34.2,0.0565,183.7939,205.8,1.2555,1.364872,74.99796
12.4747,166.4857,61.65961,62.56162,34.3,0.0561,183.8554,205.8,1.256368,1.364546,73.57656
12.47904,166.5165,61.66952,62.66559,34.3,0.0559,183.9599,205.8,1.256368,1.36498,72.75735
12.47796,166.5595,61.37146,62.66975,34.3,0.056,184.0522,205.8,1.255825,1.364655,75.50251
12.48555,166.5841,62.15821,62.92685,34.3,0.056,183.923,205.8,1.255825,1.364546,75.29635
12.48013,166.5349,61.8625,62.51998,34.4,0.0557,183.7017,205.8,1.2555,1.364546,75.55676
12.46928,166.498,61.66952,62.51998,34.4,0.0562,183.837,205.8,1.255934,1.364329,76.0396
12.46711,166.4857,61.63483,62.90202,34.4,0.0559,183.714,205.8,1.255825,1.365523,74.48799
12.46277,166.4611,61.60011,63.1128,34.4,0.0558,183.671,205.7,1.255825,1.365197,73.94005
12.40743,166.5657,61.72401,62.35733,34.4,0.0563,184.0276,205.7,1.256476,1.364872,74.28184
12.46385,166.5288,62.04009,62.7611,34.4,0.0561,183.9784,205.7,1.255066,1.364329,74.27641
12.46711,166.5349,61.7834,62.48665,34.4,0.056494,184.0214,205.7,1.255825,1.364438,69.72467
12.46928,166.5226,61.57529,62.92685,34.4,0.0561,183.9968,205.7,1.255608,1.364872,73.98345
12.44432,166.4857,61.83779,62.56578,34.4,0.0563,184.046,205.7,1.2555,1.364329,76.26203
12.46385,166.5595,61.89707,62.61571,34.4,0.0562,184.0399,205.7,1.255391,1.363787,74.32524
12.46711,166.5349,61.74382,63.05914,34.5,0.056,183.9353,205.7,1.255934,1.364655,71.24372
12.47796,166.5288,61.84273,63.15405,34.5,0.056,184.0706,205.7,1.254198,1.363244,73.35413
12.46385,166.4734,61.87238,62.71129,34.4,0.056,184.0583,205.7,1.254198,1.363461,72.48067
12.47253,166.5534,61.54551,63.14167,34.5,0.0563,183.9476,205.8,1.254523,1.364112,76.76115
12.45843,166.498,61.65961,63.1623,34.5,0.056,183.9476,205.8,1.255066,1.364004,73.60368
12.44975,166.5288,61.91188,63.1623,34.5,0.0556,184.212,205.8,1.254849,1.362485,75.81717
12.45734,166.4673,62.1041,62.60739,34.5,0.0562,183.9046,205.8,1.253872,1.363353,72.07921
12.45734,166.498,61.42621,63.07978,34.5,0.0558,184.1014,205.7,1.254415,1.362485,73.16967
12.46711,166.4857,61.39635,62.92271,34.5,0.0556,184.1628,205.7,1.253438,1.361834,76.19151
12.4747,166.4673,61.66457,62.60323,34.5,0.056,184.2366,205.7,1.253872,1.36357,71.10267
12.46277,166.4058,61.73887,62.68637,34.5,0.0556,184.1813,205.7,1.25474,1.365089,76.62553
12.45517,166.5165,61.66457,62.81087,34.5,0.0556,184.2612,205.6,1.255283,1.365089,75.74664
12.45734,166.4304,62.13854,62.81916,34.5,0.0565,184.1813,205.7,1.254523,1.363461,75.88227
12.44541,166.4857,61.81308,62.56578,34.5,0.0561,184.2305,205.7,1.25474,1.36357,72.49152
12.44541,166.4427,61.98588,63.09216,34.5,0.0562,184.2243,205.7,1.25474,1.36357,72.62715
12.45517,166.5042,61.96122,62.98063,34.5,0.0558,184.2366,205.7,1.253981,1.362919,77.9981
12.43347,166.4857,61.83779,62.89373,34.5,0.0558,184.2366,205.7,1.254415,1.363895,72.74651
12.43564,166.5595,61.86744,62.68637,34.5,0.0559,184.1505,205.7,1.253764,1.362159,75.25294
12.44107,166.5288,61.70916,62.58243,34.5,0.0556,184.212,205.7,1.253872,1.36281,73.52231
12.43673,166.4857,61.94642,62.9434,34.5,0.0561,184.169,205.7,1.25333,1.361183,71.91103
12.44215,166.5226,61.97109,62.69883,34.6,0.0559,184.501,205.7,1.253764,1.362268,74.24928
12.45843,166.4427,61.77351,62.73205,34.5,0.0559,184.5441,205.7,1.253438,1.362376,73.78815
12.43998,166.455,61.37146,63.12518,34.6,0.0563,184.5072,205.7,1.253221,1.362376,74.27099
12.42805,166.5349,61.49086,62.56578,34.5,0.0563,184.5502,205.7,1.253655,1.362376,75.03052
12.42913,166.5657,61.63483,62.46164,34.5,0.0563,184.501,205.7,1.25333,1.362919,73.51688
12.43456,166.455,61.52068,62.62403,34.5,0.0557,184.292,205.7,1.253764,1.362376,74.39034
12.42913,166.5042,61.65961,62.37403,34.5,0.0561,184.4764,205.7,1.25333,1.362376,78.32361
12.42262,166.3812,61.93163,62.85232,34.6,0.0565,184.5133,205.7,1.253764,1.361725,72.77363
12.42371,166.4365,61.74876,62.74865,34.6,0.056,184.5133,205.7,1.253655,1.362702,76.14268
12.43456,166.4857,61.72401,62.25284,34.6,0.0558,184.6055,205.7,1.252787,1.361617,76.27831
12.43456,166.4304,62.01053,63.08804,34.6,0.0559,184.8207,205.7,1.252787,1.361291,74.24928
12.42371,166.412,62.0598,63.03022,34.5,0.0557,184.7961,205.6,1.252787,1.361834,71.61806
12.43673,166.4243,61.72401,62.51998,34.5,0.0558,184.8822,205.6,1.252679,1.361291,78.34531
12.43564,166.3689,61.47097,62.81502,34.5,0.0562,184.6732,205.6,1.251811,1.360532,73.76102
12.42805,166.4734,61.64474,62.53248,34.5,0.0565,184.6916,205.5,1.253221,1.361291,74.46087
12.42371,166.4673,61.81308,62.92271,34.5,0.0563,184.667,205.6,1.253764,1.361942,75.67611
12.42262,166.5534,61.86744,62.69468,34.5,0.0558,184.6855,205.6,1.253655,1.363027,76.76658
12.41394,166.4857,61.90695,63.1128,34.5,0.0556,184.6424,205.5,1.252896,1.3614,71.949
12.41937,166.498,62.16313,62.54913,34.5,0.0559,184.5441,205.6,1.253872,1.362702,76.46819
12.42262,166.4734,61.96122,62.79843,34.5,0.0565,184.2366,205.6,1.253981,1.363027,75.16615
12.42371,166.4734,62.14346,62.74035,34.5,0.056,184.4088,205.6,1.253764,1.362268,72.67056
12.42045,166.498,61.94149,62.82331,34.5,0.0555,184.378,205.7,1.253655,1.363027,78.37244
12.4096,166.4427,61.73887,62.60739,34.5,0.0562,184.5133,205.6,1.253764,1.362159,74.09196
12.41394,166.4611,61.72401,63.25293,34.5,0.0561,184.2612,205.6,1.253655,1.363027,76.00163
12.41394,166.4673,61.73392,63.13342,34.5,0.0561,184.2735,205.7,1.253113,1.362268,73.67964
12.4096,166.3812,61.8625,62.59075,34.5,0.0561,184.5625,205.7,1.254198,1.361834,74.705
12.40201,166.4427,61.8872,62.61155,34.5,0.0563,184.5994,205.7,1.25333,1.361942,75.69239
12.41828,166.5042,61.98095,62.87717,34.6,0.0556,184.4088,205.7,1.253221,1.362376,76.02875
12.40092,166.4427,61.72401,62.61571,34.5,0.0561,184.3658,205.7,1.25333,1.361725,74.53682
12.39767,166.455,61.51073,62.87303,34.6,0.0558,184.4457,205.7,1.254306,1.363244,75.49165
12.3955,166.5042,61.65961,62.65728,34.6,0.0558,184.3166,205.7,1.253113,1.361725,72.86586
12.41394,166.4427,61.68439,63.07978,34.6,0.0556,184.3965,205.7,1.25333,1.362919,76.92934
12.40852,166.412,61.8872,63.12105,34.5,0.0557,184.292,205.7,1.252679,1.361834,76.02875
12.40201,166.4427,61.96616,62.7611,34.6,0.0563,184.335,205.7,1.252896,1.361291,73.95632
12.40201,166.5226,61.8625,63.0839,34.5,0.0557,184.3535,205.7,1.252896,1.361617,72.7031
12.40635,166.5226,62.04502,62.66975,34.5,0.056,184.2858,205.7,1.252787,1.361834,74.28184
12.40201,166.455,61.57033,62.71129,34.6,0.0563,184.1198,205.7,1.253113,1.3614,75.37772
12.38682,166.4365,62.01545,62.89788,34.5,0.0556,184.2612,205.7,1.253764,1.363353,72.5946
12.39224,166.4365,61.86744,62.62403,34.6,0.0556,184.2428,205.7,1.254198,1.362376,76.12098
12.40092,166.4243,62.01545,63.17466,34.5,0.0557,184.2428,205.7,1.253655,1.362268,73.27818
12.38573,166.4611,61.6497,63.0013,34.5,0.0559,184.1198,205.7,1.252896,1.361183,79.12112
12.39767,166.4611,62.16313,62.74035,34.5,0.0558,184.0891,205.7,1.25333,1.362376,73.46263
12.39766598,166.4611,61.48589,63.12105179,35.2,0.0562,184.2427826,205.8,1.253763676,1.362810254,73.91292572
12.39549637,166.4304,61.93655,62.69052505,35.2,0.0565,184.4395294,205.8,1.253872156,1.362484694,72.99606323
12.39766598,166.455,62.06964,62.6157074,35.2,0.0561,184.3841858,205.8,1.253329635,1.362810254,73.45178223
12.4074316,166.4673,61.93163,62.59075165,35.2,0.0562,184.3534546,205.8,1.253438234,1.362267733,76.65264893
12.39332581,166.4673,61.69925,62.8150177,35.2,0.0557,184.4272308,205.9,1.253112674,1.361399651,72.67055511
12.39007092,166.4611,61.93655,62.31972885,35.2,0.0556,184.5440521,205.9,1.253763676,1.362701774,75.05221558
12.38464546,166.4243,61.54054,63.23234177,35.2,0.0561,184.5932465,205.9,1.253329635,1.361725211,73.89122009
12.38790131,166.412,61.91681,63.0178299,35.2,0.0553,184.6670227,206,1.253980756,1.363027215,74.72669983
12.40200615,166.4734,61.76361,62.70714188,35.2,0.0559,184.5993958,206,1.253763676,1.362267733,74.19503021
12.3911562,166.4857,61.61003,62.88545609,35.2,0.0556,184.5809479,206,1.253655195,1.362267733,73.46263123
12.39224148,166.4427,61.56536,63.17465973,35.2,0.0562,184.6916199,206,1.254197717,1.363352776,74.29811096
12.38790131,166.3628,61.83285,62.94339752,35.2,0.0556,184.5071564,206,1.254197717,1.363244295,71.66146851
12.38464546,166.5165,61.57529,62.91443634,35.2,0.056,184.7346649,206,1.254306197,1.363569736,74.71042633
12.37488079,166.4734,61.60011,62.9020195,35.2,0.0561,184.5932465,206,1.254740238,1.363786817,75.92567444
12.3770504,166.4673,61.79824,62.96821976,35.2,0.0558,184.6116943,206,1.253980756,1.362376213,75.74121857
12.37054062,166.4919,61.97109,62.53247833,35.2,0.0559,184.6301422,206,1.253655195,1.363461256,75.45910645
12.38030529,166.5595,61.76361,62.66559219,35.2,0.0555,184.7223663,206,1.253763676,1.362376213,76.98901367
12.3770504,166.4673,61.7834,62.56578445,35.2,0.0559,184.6424255,206.1,1.254740238,1.363786817,70.56557465
12.36620045,166.4304,61.98588,62.69052505,35.2,0.0556,184.5379028,206.1,1.254523277,1.363569736,74.60734558
12.36511517,166.4365,61.64474,62.94339752,35.2,0.056602918,184.4825745,206.1,1.254414678,1.363027215,76.43563843
12.34992409,166.4304,61.28674,63.27351379,35.3,0.0557,184.5440521,206.1,1.254414678,1.363786817,72.59459686
12.35968971,166.4427,61.71411,63.1622963,35.2,0.0559,184.5440521,206.1,1.254740238,1.363352776,75.74664307
12.34992409,166.2767,61.51073,63.12517548,35.3,0.0557,184.5625,206.1,1.253872156,1.362918735,74.11365509
12.35426426,166.4611,61.54551,63.21586609,35.2,0.056,184.451828,206.1,1.253980756,1.362376213,73.83696747
12.36402988,166.3812,61.87238,62.98476028,35.2,0.0559,184.4210815,206.1,1.254523277,1.364112258,78.02522278
12.35426426,166.4919,61.71906,62.55329132,35.2,0.0561,184.3964844,206.1,1.254414678,1.362701774,76.72317505
12.34992409,166.498,61.39138,63.11279678,35.2,0.0555,184.3042603,206.1,1.254197717,1.362484694,74.82435608
12.3466692,166.4734,61.46103,63.17465973,35.2,0.056,184.3596039,206.1,1.253872156,1.363027215,75.08476257
12.35426426,166.4427,61.64474,62.9888916,35.2,0.0563,184.3350067,206.1,1.254957199,1.364654779,75.84429169
12.35426426,166.4304,61.45108,63.1540451,35.2,0.0558,184.3841858,206.1,1.255065799,1.363895297,72.46439362
12.3466692,166.4611,62.03024,62.66559219,35.3,0.0559,184.2612152,206.2,1.253872156,1.362484694,76.76115417
12.34992409,166.4243,62.06964,62.73204803,35.2,0.0561,184.4210815,206.2,1.254414678,1.362918735,74.22216034
12.34341431,166.3812,62.07949,62.60322952,35.2,0.0559,184.5317535,206.1,1.254197717,1.362810254,75.3614502
12.3466692,166.4427,61.87238,62.71128845,35.2,0.0554,184.4149323,206.2,1.254740238,1.364003778,75.59473419
12.35426426,166.2459,62.16804,62.46164322,35.2,0.0554,184.4579773,206.2,1.253655195,1.362376213,74.08653259
12.34992409,166.3935,61.89213,62.85231781,35.2,0.0553,184.1997375,206.2,1.25528276,1.363461256,76.12640381
12.36402988,166.2828,61.8872,62.79428482,35.2,0.0557,184.2550659,206.2,1.254414678,1.363461256,72.69767761
12.3575201,166.4919,61.56536,62.94753647,35.2,0.0556,184.3596039,206.2,1.254740238,1.364112258,76.15353394
12.35860443,166.4734,61.49583,63.05913544,35.2,0.0557,184.2673645,206.2,1.254523277,1.362918735,77.36877441
12.3466692,166.4734,61.47097,63.0178299,35.2,0.0562,183.9845428,206.2,1.254957199,1.364329219,74.53681946
12.34341431,166.4243,61.87238,62.60739136,35.2,0.056,184.519455,206.3,1.256042242,1.364546299,78.62199402
12.33798885,166.3812,61.51073,63.20350647,35.2,0.0561,184.3350067,206.3,1.255825281,1.36487174,72.97978973
12.3325634,166.4427,61.45108,63.12930298,35.3,0.056,184.3473053,206.3,1.256042242,1.36487174,75.06848907
12.34341431,166.3751,61.81802,62.65312958,35.2,0.0561,184.3596039,206.3,1.25560832,1.36487174,72.92553711
12.34992409,166.3812,61.93163,63.12930298,35.2,0.0558,184.2673645,206.3,1.255065799,1.364112258,70.93991089
12.3466692,166.3628,62.02039,62.63233948,35.2,0.0553,184.4210815,206.3,1.254523277,1.362810254,74.60192108
12.3466692,166.3997,62.17787,62.48665237,35.2,0.0557,184.0214233,206.3,1.254957199,1.363895297,73.98345184
12.34992409,166.3812,61.66952,63.19526672,35.2,0.0561,183.855423,206.3,1.254957199,1.363569736,72.58917236
12.34449959,166.3812,61.73392,63.24880981,35.2,0.0556,184.076767,206.3,1.254848719,1.364003778,75.99077606
12.34341431,166.4058,61.96122,62.50331879,35.2,0.0558,184.0706177,206.3,1.254957199,1.364112258,73.84239197
12.35426426,166.332,61.72401,62.90615463,35.2,0.0558,184.1443939,206.3,1.25539124,1.363895297,74.65074921
12.33581924,166.4304,62.09425,62.69467926,35.2,0.0563,184.1013641,206.3,1.254848719,1.363352776,78.94208527
12.33690357,166.3997,62.14346,62.50331879,35.2,0.0567,184.2366333,206.4,1.254197717,1.362701774,73.13712311
12.34992409,166.412,61.58522,63.24880981,35.2,0.0559,184.3780365,206.4,1.253980756,1.363569736,77.96554565
12.34775448,166.3935,61.61499,63.11279678,35.2,0.0559,184.3165588,206.3,1.254848719,1.364003778,75.69239044
12.34449959,166.3812,61.70916,63.24880981,35.2,0.0563,184.0214233,206.4,1.25528276,1.363786817,77.99810028
12.3325634,166.3812,61.83779,63.1622963,35.2,0.0558,184.2058868,206.4,1.254306197,1.362918735,76.13725281
12.34775448,166.3443,61.74382,63.17465973,35.2,0.0561,184.2919617,206.5,1.254957199,1.362267733,74.19503021
