EI-10201A,LIC10201,FIC-10203,FIC-10101,TI-11701,PDIC-10102,LIC-10101,TI-10403,PIC-10201,PIC-10101,FI-10302
14.51674938,170.4208,30.13804,31.18283844,36.9,0.0526,158.5602417,204.3,1.390912771,1.497897744,14.82164574
14.52759933,170.5253,29.89367,31.04054832,36.9,0.0528,158.5356445,204.2,1.395903945,1.502454877,14.62633896
14.54713058,170.3655,30.1279,31.13269234,36.9,0.0527,158.5417938,204.2,1.399810076,1.506469488,13.19408607
14.54170513,170.5561,29.87322,30.97335815,36.9,0.0524,158.5110474,204.1,1.404584289,1.512003183,0.0109
14.5601511,170.5438,29.99574,30.98176575,36.9,0.0528,158.4003754,204,1.407513857,1.51428175,7.193815231
14.58727646,170.6053,30.09745,31.14105606,36.9,0.0529,158.4495697,203.9,1.411094546,1.5180794,24.7931633
14.5796814,170.4331,30.07714,30.97335815,36.9,0.0528,158.6340179,203.9,1.414892197,1.522311091,4.513766289
14.58185196,170.3409,29.71936,30.59267998,36.9,0.0524,158.566391,203.9,1.418581247,1.526217222,9.694831848
14.55798054,170.2425,30.04663,31.18283844,36.9,0.0526,158.4372711,203.9,1.420425892,1.528495789,0.0163
14.63067818,170.636,29.7502,30.60119247,36.9,0.0528,158.5294952,203.8,1.424006462,1.530340433,0.0434
14.68059063,170.759,29.88345,30.83010101,36.9,0.0526,158.5725403,203.7,1.425634027,1.532618999,9.396446228
14.63827324,170.9188,30.23928,31.23290443,36.9,0.0527,158.5725403,203.6,1.428455114,1.535874128,3.591482401
14.66973972,170.9188,29.80152,30.83854485,36.9,0.0523,158.6893616,203.6,1.432361245,1.53988874,4.616845131
14.66431427,170.8574,29.7502,30.63521194,36.9,0.0526,158.6340179,203.5,1.436267376,1.543360829,12.13074684
14.68818569,170.7651,30.1076,31.02376366,36.9,0.0525,158.5909882,203.4,1.439739585,1.546833038,16.77471733
14.6545496,170.9004,30.1279,30.8807373,36.9,0.0529,158.5417938,203.3,1.444730759,1.553343296,0.0109
14.69361115,171.0726,29.781,30.68617058,36.9,0.0531,158.5909882,203.2,1.447443366,1.55497086,0.0109
14.74460793,171.0849,29.97535,30.76245117,36.9,0.0528,158.6586151,203.1,1.451349497,1.558659911,9.016682625
14.74569225,171.0234,29.79126,30.76245117,36.9,0.0527,158.6832123,203,1.454604626,1.56191504,0.0163
14.73050213,171.1463,29.71936,30.49890327,36.9,0.0528,158.6340179,203,1.459487319,1.566363692,8.88647747
14.71965122,170.9803,29.93454,30.92287254,36.9,0.0522,158.7385559,202.9,1.462633848,1.570161343,0.0109
14.76413822,170.9127,29.88345,30.67768478,36.9,0.0527,158.6463165,202.7,1.466323018,1.574609995,5.115963459
14.72507668,170.9926,29.80152,30.70313835,36.9,0.0531,158.8492279,202.7,1.469144106,1.576020598,0.0109
14.79343414,171.0357,30.19882,31.1911869,36.9,0.0529,158.9230042,202.6,1.473158836,1.579926729,5.235317707
14.81079483,170.8512,30.53096,31.3327961,36.9,0.0529,158.83078,202.4,1.476305366,1.583507299,0.0109
14.83249569,170.7651,30.1887,31.14105606,36.9,0.0523,159.0213776,202.3,1.478366971,1.585351944,0.0109
14.83141041,171.1095,30.38044,31.27456474,36.9,0.0527,159.0213776,202.1,1.481513619,1.589692116,0.0109
14.86070728,171.2078,29.71936,30.79629517,36.9,0.0526,158.8922577,202.1,1.483792186,1.592296124,2.642072439
14.88674736,170.9865,29.95495,30.83854485,36.9,0.0521,159.0213776,202,1.484768748,1.592730165,9.146886826
14.84009075,171.048,30.23928,31.06570435,36.9,0.0535,159.2119904,201.8,1.488132358,1.596310854,0.0109
14.88674736,170.9619,30.08729,30.95653725,36.9,0.0532,159.0890198,201.7,1.490193963,1.598372459,3.282245874
14.94208527,170.9557,30.00592,30.83854485,36.9,0.053,158.9721985,201.5,1.493015051,1.600433946,7.361996174
14.91929913,171.0787,29.80152,30.95653725,36.9,0.0529,159.0644226,201.3,1.494208574,1.603146553,12.2663765
14.93123436,171.1279,30.23928,31.14105606,36.9,0.0529,159.0152283,201.2,1.496704102,1.604882598,0.0109
14.9095335,170.9188,29.92433,30.77091599,36.9,0.0528,159.0890198,201,1.498006225,1.60585916,3.992947102
14.95619011,171.1709,30.24938,30.84698868,36.9,0.0531,160.3248749,200.9,1.499416709,1.607161283,32.52407455
14.92146873,170.9865,29.90389,30.8807373,36.9,0.0531,160.742981,200.8,1.500610352,1.609114289,4.844703674
15.03214359,171.1279,31.76721,32.73110199,36.9,0.0532,160.8044586,200.6,1.501912355,1.610850334,12.05479431
14.95836067,171.0849,33.32599,34.11789703,36.9,0.0533,160.4724426,200.5,1.502888918,1.612043858,12.027668
14.96378517,171.134,33.95287,34.76811218,36.9,0.0535,160.8044586,200.3,1.503973961,1.613128901,0.0109
14.99091148,170.9496,33.69082,34.72314072,36.9,0.0532,160.8290558,200.3,1.505384445,1.614431024,0.0109
14.99416637,171.0726,34.16821,34.87280655,36.9,0.0532,160.7183838,200.1,1.506577969,1.615733027,19.56327057
14.99959183,170.8574,34.56837,35.47985458,36.9,0.0532,160.8106079,200,1.507554531,1.616384029,43.949543
14.98114586,170.8635,34.50644,35.53852463,36.9,0.0537,161.0258179,199.9,1.509182096,1.618011594,18.83086967
15.01261234,170.9865,34.72715,35.39166641,36.9,0.0541,160.9397278,199.8,1.510592699,1.620073199,8.994981766
14.99416637,170.7897,34.58605,35.4063797,36.8,0.0541,161.0811462,199.7,1.511894703,1.622026324,10.687644
15.02346325,170.7959,34.41775,35.39166641,36.9,0.0546,161.1364899,199.5,1.492038488,1.595985293,0.0109
15.0538435,170.7159,34.6743,35.465168,36.9,0.0536,160.8044586,199.4,1.502346396,1.609114289,7.324019909
15.03756809,170.6852,34.85891,35.58246231,36.9,0.0537,160.7675781,199.4,1.502888918,1.609005809,13.2537632
15.0538435,170.593,34.79749,35.721241,36.9,0.0539,160.9028473,199.4,1.502454877,1.60933125,30.41909599
15.14173222,170.593,34.85014,35.61903381,36.9,0.0539,160.6569061,199.2,1.503214359,1.609765291,17.74040413
15.12762642,170.513,34.85891,35.70665741,36.9,0.0541,160.5892639,199.2,1.50353992,1.610090852,21.38613701
15.10484123,170.5499,34.96396,35.77223587,36.9,0.0541,160.2756958,199.1,1.50332284,1.609765291,20.59948349
15.05601406,170.5745,34.99017,35.87400818,36.9,0.0536,160.460144,199.1,1.504082441,1.611284375,40.56422043
15.09507561,170.6237,34.89396,35.83042526,36.9,0.0536,160.4416962,199,1.504299402,1.611826897,21.90695763
15.07554436,170.6237,34.99017,36.16320038,36.9,0.0538,160.4355469,198.9,1.504516482,1.611392856,8.826800346
15.02780342,170.3901,34.8326,35.70665741,36.9,0.0538,160.4293976,198.8,1.505710006,1.610958815,21.33188629
15.0842247,170.4331,34.85891,35.65557098,36.9,0.0535,160.349472,198.7,1.506144047,1.61302042,19.27030945
15.01261234,170.4393,34.77112,35.69936371,36.9,0.0538,160.2879791,198.7,1.50722909,1.613996983,25.23802948
14.99959183,170.2855,35.15574,35.80861282,36.9,0.0536,160.3187256,198.5,1.507880092,1.614213943,3.607757807
14.99742222,170.2179,32.4525,33.43947983,36.9,0.053600974,160.2756958,198.4,1.508748055,1.615298986,4.681947708
15.08856487,170.3778,31.66121,32.64347076,36.9,0.0533,160.2633972,198.4,1.508205533,1.614539504,23.45313835
15.03539848,170.5807,31.44813,32.37110138,36.9,0.0531,160.195755,198.2,1.50712049,1.613128901,12.32062912
15.048419,170.2364,31.17484,31.99077606,36.9,0.0536,160.0912323,198.1,1.508422613,1.614973545,15.81988239
15.03214359,170.304,30.73051,31.56465149,36.9,0.0537,160.1219788,198.1,1.507880092,1.614105463,3.922419548
15.07771492,170.3655,30.7802,31.70458794,36.9,0.0533,159.9498138,198,1.507554531,1.614105463,34.16790771
15.11352158,170.0888,30.54097,31.44065666,36.9,0.0535,159.820694,197.8,1.507554531,1.613128901,14.03499222
15.0679493,170.1503,30.68075,31.60587502,36.9,0.0535,160.042038,197.8,1.506469488,1.612803459,4.285907745
15.0538435,169.9351,30.46081,31.31616974,36.9,0.0533,159.820694,197.7,1.506035447,1.610958815,29.41000938
15.03214359,169.9966,29.97535,31.08246422,36.9,0.0528,159.863739,197.7,1.505167484,1.611392856,24.34287262
15.0679493,170.1195,30.22917,31.02376366,36.9,0.0532,159.7038727,197.5,1.506252527,1.611284375,32.25281143
14.98874187,170.058,29.97535,30.8807373,36.9,0.0543,159.6485291,197.4,1.505601525,1.611935377,30.80428505
14.9898262,169.9658,29.97535,30.67768478,36.9,0.0537,159.6792755,197.4,1.506795049,1.612586379,19.10755348
15.01695251,169.7875,30.40055,31.35772133,36.9,0.0534,159.6177979,197.3,1.506144047,1.612477899,29.05194473
15.0180378,170.058,30.20894,31.44065666,36.9,0.054,159.6300964,197.2,1.504950404,1.611826897,49.01668167
14.99416637,169.9166,29.93454,30.78783798,36.9,0.0536,159.6116486,197.1,1.505059004,1.610741854,24.34287262
14.99091148,170.1441,30.02629,30.92287254,36.9,0.0539,159.38414,197,1.505167484,1.610850334,13.46534634
14.93448925,169.9658,29.83227,30.8807373,36.9,0.0534,159.3718567,196.8,1.505492926,1.611175895,27.39725876
14.94859505,170.0949,30.04663,30.9985714,36.9,0.0538,159.4271851,196.8,1.504841924,1.611935377,16.99172592
14.85094166,169.9043,29.93454,30.92287254,36.9,0.0534,159.3411102,196.7,1.503865361,1.610633373,19.46019173
14.96378517,170.0396,29.99574,30.87230492,36.9,0.0535,159.2058411,196.6,1.503214359,1.60954833,15.92838669
14.9399147,169.8797,30.35025,31.38262367,36.9,0.0538,159.2673187,196.5,1.502997398,1.60933125,36.13183212
14.93014908,169.9597,30.27968,31.29121399,36.9,0.0537,158.9906464,196.5,1.501369834,1.608029246,23.54536819
14.92038441,170.181,29.59571,30.47327614,36.9,0.0529,159.1566467,196.4,1.501152873,1.607703805,26.86016464
14.94099998,170.2487,30.15831,31.14105606,36.9,0.0533,159.1996918,196.3,1.501369834,1.607920766,17.80008125
14.95184994,170.2855,30.1076,30.83854485,36.9,0.0531,158.7446899,196.1,1.501261353,1.608463287,9.5754776
14.94316959,170.3655,30.14818,30.88916779,36.9,0.0537,158.787735,196.1,1.501152873,1.607920766,28.84036255
14.93014908,170.1749,29.93454,30.77091599,36.9,0.0538,158.7446899,196,1.501261353,1.607486725,21.01179886
14.88566303,170.1195,29.94475,31.05731964,36.9,0.0543,158.6524658,195.9,1.500610352,1.606076241,24.83656502
14.93014908,170.1318,30.0568,30.84698868,36.9,0.054,158.6955109,195.8,1.499416709,1.60585916,20.98467255
14.93448925,170.2118,30.38044,31.3078537,36.9,0.0532,158.6955109,195.8,1.498874187,1.604665637,14.88132286
14.93448925,170.1441,29.83227,30.74551773,36.9,0.0531,158.677063,195.7,1.498331666,1.603906155,14.51783466
14.87806702,170.2671,30.45078,31.31616974,36.9,0.0534,158.7262573,195.6,1.498006225,1.603580594,21.54346848
14.86396217,169.8551,29.7502,30.57565117,36.9,0.0536,158.5909882,195.5,1.496704102,1.603146553,27.42980957
14.859622,170.0334,29.73992,30.60119247,36.9,0.0539,158.4618683,195.5,1.49637866,1.602712512,44.12314987
14.88566303,169.806,29.89367,30.91444969,36.9,0.053,158.345047,195.4,1.49637866,1.60227859,41.68181229
14.88132286,169.8244,30.1887,31.39092064,36.9,0.0539,158.0683594,195.4,1.495619059,1.60206151,39.01261139
14.83141041,169.8551,29.69879,30.72857475,36.9,0.0533,157.859314,195.2,1.496921182,1.60195303,64.87996674
14.87806702,169.9597,29.72965,30.87230492,36.9,0.0537,158.3265991,195.2,1.495619059,1.601627469,43.13034058
14.88891792,170.1933,30.23928,31.14105606,36.9,0.0533,158.19133,195.2,1.494317055,1.600976467,45.98941803
14.8433466,169.9043,29.89367,30.76245117,36.9,0.054,158.1359863,195.1,1.495293617,1.600542426,23.96310806
14.8455162,170.0949,29.82202,30.76245117,36.9,0.0538,158.2589569,195,1.495293617,1.601193547,23.8003521
14.78800869,169.9105,29.94475,30.91444969,36.9,0.0536,158.2774048,194.9,1.494859576,1.600867987,21.44038963
14.79343414,169.9904,29.97535,30.91444969,36.9,0.0536,158.3573456,194.9,1.494751096,1.600651026,17.20330811
14.78583908,170.058,29.89367,30.93971062,36.9,0.0531,158.080658,194.8,1.494751096,1.600651026,14.57751179
14.75003242,169.7568,30.00592,30.93971062,36.9,0.053600974,158.1974792,194.8,1.493557572,1.600325465,14.39305496
14.79017925,169.7322,29.77074,30.72857475,36.9,0.0527,158.0437622,194.7,1.493015051,1.599348903,21.74420166
14.76305294,169.8982,30.17857,31.04893684,36.9,0.0532,157.6994324,194.6,1.493123531,1.599348903,13.30801487
14.77390385,169.9966,29.87322,30.88916779,36.9,0.0536,157.8961945,194.6,1.493232012,1.599457383,24.33744621
14.76956367,169.9166,29.88345,30.72009659,36.9,0.053383969,157.8531494,194.5,1.49268949,1.599457383,11.72385693
14.76413822,170.0888,29.71936,30.66070366,36.9,0.0536,157.6625519,194.4,1.493015051,1.599240422,14.37677956
14.7988596,170.1011,29.82202,30.77091599,36.9,0.0533,157.5457306,194.3,1.493232012,1.599023461,15.19055939
14.76413822,170.0027,29.73992,30.72009659,36.9,0.0531,157.4780884,194.3,1.493123531,1.599999905,0.0109
14.78258419,170.0334,29.85275,30.74551773,36.9,0.053600974,157.4657898,194.2,1.493232012,1.599240422,7.844839096
14.76305294,169.8244,29.79126,30.66919327,36.9,0.0534,157.7670746,194.1,1.493123531,1.599457383,19.04787636
14.77390385,169.9966,29.71936,30.71161842,36.9,0.054,157.7301941,194,1.493991613,1.599891424,19.58497238
14.75220299,170.0949,29.95495,30.79629517,36.9,0.054,157.6932983,194,1.494317055,1.600542426,18.27207375
14.74026775,170.2118,30.02629,31.10758781,36.9,0.0541,157.4965363,193.9,1.494100094,1.600108504,17.47999382
14.71531105,170.1564,30.07714,31.00697136,36.9,0.0535,157.7240295,193.9,1.494317055,1.600542426,23.52366638
14.73701191,170.1257,30.27968,31.38262367,36.9,0.053600974,157.6748505,193.9,1.493666053,1.599565983,41.75776291
14.68818569,170.3163,30.29986,31.34941483,36.9,0.0532,157.4350586,193.8,1.493015051,1.599023461,65.81310272
14.67950535,170.1872,29.77074,30.74551773,36.9,0.0536,156.9247131,193.6,1.49258101,1.598806381,43.4287262
14.70663071,170.1872,29.71936,30.72009659,36.9,0.0537,157.2936401,193.6,1.49290657,1.59826386,42.9567337
14.73701191,170.2364,30.1887,31.34941483,36.9,0.0532,157.5088348,193.6,1.491495967,1.597938418,53.31343842
14.73592758,170.1441,30.20894,31.26623917,36.9,0.053600974,157.3735657,193.6,1.491279006,1.597395897,26.88186455
14.73592758,170.2364,29.85275,30.68617058,36.9,0.0529,157.42276,193.5,1.490844965,1.597395897,19.08585358
14.77824402,170.2118,29.92433,30.72009659,36.9,0.0533,157.3366699,193.4,1.489976883,1.596310854,16.62823677
14.78909397,170.2364,29.72965,30.66070366,36.9,0.0526,157.42276,193.4,1.489651442,1.595659852,24.70093536
14.74786282,170.1195,30.3905,31.38262367,36.9,0.0535,157.3428345,193.3,1.489976883,1.595659852,28.4822998
14.71205616,170.1872,29.72965,30.8554287,36.9,0.0532,157.158371,193.3,1.489434361,1.595551252,17.01885223
14.73592758,170.1564,29.87322,30.83854485,36.9,0.0533,157.20755,193.3,1.489759922,1.596093774,26.70825958
14.72507668,170.1503,29.94475,30.9985714,36.9,0.0535,157.2505951,193.3,1.489434361,1.595768332,0.0163
14.7207365,170.1195,30.07714,30.9985714,36.9,0.0539,157.1829529,193.3,1.489217401,1.595008731,7.654956818
14.74026775,169.9412,30.23928,31.08246422,36.9,0.053383969,157.1276245,193.3,1.489325881,1.595442772,19.1509552
14.74460793,170.0027,30.08729,30.95653725,36.9,0.0534,157.1460724,193.2,1.489325881,1.595117331,4.296758175
14.70229053,170.058,39.79599,40.76682663,36.9,0.0542,157.20755,193.2,1.487806797,1.596202374,44.63854599
14.73918247,170.0888,39.61125,40.44617462,36.9,0.054,157.0907288,193.1,1.488132358,1.595985293,0.260409594
14.76413822,169.849,39.56493,40.45904922,36.9,0.0544,157.0169525,193.1,1.488566399,1.596636295,0.141055197
14.76956367,169.8797,39.25473,40.45904922,36.9,0.0544,157.0292511,193,1.488674879,1.596636295,5.007459641
14.78366947,169.7137,39.56493,40.39463425,36.9,0.0536,156.9247131,193,1.488566399,1.597178817,13.2700386
14.76739311,169.5723,39.49535,40.45261383,36.9,0.0544,156.8078918,193,1.48878336,1.597721338,7.123287201
14.77824402,169.6707,39.56493,40.38818741,36.9,0.0542,156.9739075,193,1.489651442,1.597178817,20.00813675
14.76847839,169.726,39.64981,40.61964035,36.9,0.0541,156.9247131,193,1.490844965,1.59848094,12.68411732
14.81079483,169.3448,39.63439,40.45261383,36.9,0.0539,156.3775024,193,1.490844965,1.599457383,13.95361423
14.82164574,169.4555,39.48761,40.43973541,36.9,0.0538,156.7894592,192.9,1.491387486,1.599565983,16.18337059
14.8487711,169.5293,39.59581,40.41397095,36.9,0.0543,156.7833099,192.9,1.490953445,1.598697901,19.89963341
14.87481213,169.5108,39.74989,40.51693726,36.9,0.0538,156.7833099,192.8,1.490844965,1.598806381,22.5796814
14.88566303,169.0497,39.51855,40.39463425,36.9,0.0543,156.500473,192.8,1.492038488,1.600651026,44.6819458
14.89434338,169.2034,39.57265,40.40752411,36.9,0.054,156.7402649,192.7,1.48910892,1.596310854,62.52542877
14.86613178,168.9206,39.57265,40.35593414,36.9,0.0541,156.5373535,192.7,1.488023877,1.595551252,53.03133011
14.83249569,168.8591,39.6421,40.45904922,36.9,0.054,156.6849365,192.7,1.487481356,1.595117331,45.75070953
14.82056046,168.7054,39.65751,40.34302902,36.9,0.0543,156.832489,192.7,1.485962272,1.593381166,56.9483223
14.77173328,168.6992,40.26931,41.24943924,36.9,0.0541,156.9554749,192.6,1.485636711,1.593923688,64.53275299
14.78800869,168.607,40.3224,41.25575256,36.9,0.0543,156.7279663,192.6,1.48541975,1.592513204,24.60870743
14.76739311,168.5517,40.36028,41.12931824,36.9,0.0541,156.6664734,192.6,1.484877229,1.592513204,19.53614426
14.73050213,168.7361,40.36028,41.11665344,36.9,0.0541,156.9554749,192.7,1.484443188,1.592404723,17.94113541
14.68167496,168.2565,40.25413,41.18626022,36.9,0.0546,156.7710114,192.6,1.484334707,1.591862202,7.980469227
14.68167496,168.0967,40.3224,41.11032104,36.9,0.0543,156.9554749,192.6,1.484009147,1.591428161,14.84877205
14.670825,167.9184,40.52653,41.21154785,36.9,0.0545,156.6357422,192.6,1.478909492,1.585894465,14.39305496
14.67625046,167.8692,40.24654,40.29782104,36.9,0.0545,156.8816833,192.7,1.476196885,1.582422256,0.0109
14.67950535,168.0413,40.33756,40.42685699,36.9,0.0546,156.9616089,192.6,1.474786401,1.580903292,11.35494328
14.64152908,167.3342,40.36028,40.39463425,36.9,0.0543,156.8201904,192.6,1.474243879,1.58003521,26.32307053
14.56883144,167.285,40.36028,40.56832123,36.9,0.0545,156.9247131,192.6,1.474243879,1.580903292,5.072561741
14.42994595,167.3342,40.30724,40.54905701,36.9,0.0543,156.9370117,192.6,1.474243879,1.580794811,19.36796379
14.31818676,167.3281,40.29966,40.41397095,36.9,0.0544,156.7833099,192.6,1.473592758,1.580469251,22.5688324
14.26176453,166.8977,40.29208,40.42041397,36.9,0.0541,156.8201904,192.6,1.472833276,1.579384208,0.0163
14.23246861,167.2973,40.18574,40.3236618,36.9,0.0543,156.8755341,192.7,1.471531272,1.577756643,8.506713867
14.20859814,167.2973,40.29208,40.37528992,36.9,0.0545,156.8140564,192.7,1.471531272,1.578190684,10.89380169
14.18798161,166.7993,40.23135,40.42685699,36.9,0.054,156.9554749,192.7,1.471205711,1.577214122,29.08449554
14.14458084,166.9469,40.45105,40.45904922,36.9,0.0543,156.8509521,192.8,1.472073793,1.578733206,27.57086563
14.11528397,166.7932,40.36028,40.41397095,36.9,0.0544,157.053833,192.9,1.471422672,1.577105641,60.45842743
14.0718832,166.6149,40.30724,40.36238861,36.9,0.0542,156.9739075,192.9,1.470880151,1.576237559,64.61412811
14.04801178,166.3812,40.24654,40.51693726,36.9,0.0541,156.8816833,192.9,1.470120668,1.575912118,75.92567444
14.00786591,166.1537,40.23135,40.49121857,36.9,0.0538,156.8078918,193,1.469252586,1.576020598,51.35494232
13.97205925,166.2828,40.17053,40.48478699,36.9,0.0545,156.9985046,193,1.469144106,1.574284554,35.1010437
13.96988869,165.9693,40.26172,40.39463425,36.9,0.0543,156.8509521,193,1.469361186,1.574935555,15.03865433
13.93625259,166.0123,40.41325,40.35593414,36.9,0.0544,156.8939819,193,1.469361186,1.575044036,29.57276535
13.91997719,165.9139,40.45105,40.54905701,36.9,0.0546,157.047699,193,1.47066319,1.576129079,27.2670536
13.89068127,165.9016,40.25413,40.33011627,36.9,0.0544,156.9247131,193,1.47098875,1.57656312,25.35195923
13.86898041,165.7233,40.20855,40.42041397,36.9,0.0544,157.0046539,193,1.47077167,1.5766716,23.20357895
13.86030006,165.6557,40.34513,40.44617462,36.9,0.0536,157.0046539,193,1.47077167,1.576780081,19.73687744
13.86898041,165.5696,40.33756,40.48478699,36.9,0.0541,156.9985046,193,1.476196885,1.583073378,27.63054276
13.83968449,165.336,40.29966,40.80513382,36.9,0.0535,157.1768188,193,1.478258491,1.585351944,22.02631187
13.83968449,165.09,30.4307,30.20720482,36.9,0.0516,157.1522217,193,1.481188059,1.582422256,29.54563904
13.82774925,165.213,0,3.307144403,36.9,0.0514,157.1522217,193,1.481839061,1.584592342,30.89651299
13.81798363,165.256,0,3.307144403,36.9,0.0509,157.0046539,192.9,1.483466625,1.586002946,11.2898407
13.78977203,165.336,0,3.307144403,36.9,0.0514,157.1460724,192.8,1.484877229,1.586762428,7.720059395
13.79519749,165.5327,0,3.227442503,36.9,0.0516,157.1829529,192.7,1.47804141,1.578299165,7.790586948
13.81255817,165.6372,0,3.227442503,36.9,0.0509,157.0907288,192.8,1.477715969,1.578082204,14.07839394
13.78434753,165.5757,0,3.307144403,36.9,0.050707534,156.7771606,192.7,1.477173448,1.577214122,6.976807117
13.76264668,165.8094,0,3.227442503,36.9,0.0513,156.678772,192.7,1.475871444,1.575695038,9.72195816
13.77024174,165.7971,0,3.307144403,36.9,0.0503,156.678772,192.7,1.476413965,1.575695038,14.09466934
13.78760242,165.9201,0,3.384970188,36.9,0.0514,156.5619507,192.7,1.475545883,1.575152516,7.703783989
13.78109169,166.0307,0,3.227442503,36.9,0.0508,156.4697266,192.7,1.474569321,1.574935555,9.998642921
13.81472874,165.8463,0,3.307144403,37,0.0514,156.4082336,192.7,1.475111842,1.574609995,12.55933762
13.81906891,165.9016,0,3.307144403,37,0.0515,156.4205322,192.7,1.474569321,1.574284554,34.61820221
13.85704517,166.0246,0,3.307144403,37,0.051,156.4205322,192.7,1.474243879,1.574284554,79.95117188
13.87874603,166.2705,0,3.307144403,37,0.0512,156.3160095,192.7,1.473592758,1.574067473,53.23205948
13.88742638,166.1967,0,3.227442503,36.9,0.0512,156.3160095,192.8,1.473918319,1.573524952,66.65400696
13.90912724,166.0861,0,3.307144403,36.9,0.0509,156.2545319,192.8,1.472833276,1.57298243,38.55147171
13.91455173,166.3382,0,3.227442503,36.9,0.051,156.2791138,192.8,1.472616315,1.57287395,20.83819199
13.97205925,166.4734,0,3.307144403,36.9,0.0509,156.0762329,192.8,1.471856713,1.57276547,27.82042503
13.98724937,166.3197,0,3.307144403,36.9,0.0508,156.1561584,192.9,1.471965194,1.572114468,26.78421211
13.96880436,166.6087,0,3.307144403,36.9,0.0512,156.1069641,192.9,1.471314192,1.571137905,31.95985222
14.01329041,166.7071,0,3.307144403,36.9,0.050490528,156.1131134,193,1.471314192,1.570812345,21.30475998
14.00678062,166.7809,0,3.227442503,36.9,0.0515,155.8856201,193,1.469903708,1.56918478,18.10389137
14.03065109,166.7378,0,3.227442503,36.9,0.0515,155.9040527,193,1.469252586,1.56918478,23.46398926
14.0610323,166.8731,0,3.307144403,36.9,0.0514,155.8364258,193,1.469144106,1.568859339,26.58890533
14.09466839,166.9469,0,3.227442503,36.9,0.0515,155.7380524,193,1.468493104,1.568316817,20.68628693
14.10660362,167.3465,0,3.061820507,36.9,0.0514,155.5966339,193.1,1.46686554,1.567991257,29.61074066
14.11528397,167.3588,0,3.307144403,36.9,0.051,155.6212311,193.1,1.465997577,1.566797733,33.31615067
14.13372993,167.5494,0,3.307144403,36.9,0.0513,155.5166931,193.1,1.465780497,1.565061688,39.06686401
14.13481522,167.3834,0,3.307144403,36.9,0.0516,155.4429169,193.2,1.464803934,1.56571269,63.48568726
14.1662817,167.6663,0,3.307144403,36.9,0.0512,155.3506927,193.3,1.465455055,1.565170169,58.07676315
14.1662817,167.7277,0,3.307144403,36.9,0.0509,155.2092743,193.3,1.465780497,1.565821171,32.69768143
14.18689728,167.654,0,3.227442503,36.9,0.0511,155.1969757,193.3,1.465888977,1.566146731,14.87047291
14.19666195,167.697,0,3.227442503,36.9,0.0509,155.1785278,193.3,1.466540098,1.566797733,21.08775139
14.22704315,167.7831,0,3.227442503,36.9,0.0509,155.0863037,193.4,1.466648579,1.567340255,13.67150402
14.2465744,167.9798,0,3.061820507,36.9,0.0513,155.0125122,193.5,1.46697402,1.567340255,7.052759647
14.26284981,167.9184,0,3.227442503,36.9,0.0514,154.8526611,193.5,1.467625141,1.566146731,30.86938667
14.27587032,168.1028,0,3.227442503,36.9,0.0509,154.7850342,193.5,1.466648579,1.567774296,30.29974174
14.24223423,167.6109,0,3.227442503,36.9,0.051,154.7481384,193.6,1.468276143,1.568316817,30.4516468
14.25308418,167.8999,0,3.307144403,36.9,0.0509,154.6005707,193.6,1.468818665,1.568967819,28.07540894
14.30733681,168.0598,0,3.227442503,36.9,0.0503,154.539093,193.6,1.469578147,1.569727302,18.72779083
14.33988762,168.0598,0,3.307144403,37,0.0515,154.2439575,193.6,1.471965194,1.570595384,31.47158432
14.33337784,168.2258,0,3.307144403,37,0.0512,154.1640167,193.6,1.472399235,1.572439909,28.62878036
14.34639835,168.318,0,3.384970188,37,0.0509,154.1148376,193.6,1.472616315,1.572114468,19.42221642
14.3767786,168.3672,0,3.227442503,37,0.050490528,153.9980164,193.6,1.473918319,1.57287395,30.32686806
14.35941792,168.4533,0,3.227442503,37,0.0509,153.8074036,193.6,1.475111842,1.574827075,40.62389755
14.3767786,168.4902,0,3.227442503,37,0.051,153.5860596,193.6,1.476413965,1.575695038,41.58415604
14.41692543,168.5824,0,3.227442503,37,0.050707534,153.5307159,193.6,1.477281928,1.577214122,45.13766479
14.42560577,168.6685,0,3.227442503,37,0.051,153.3831482,193.6,1.47793293,1.577756643,25.68832207
14.41909599,168.5271,0,3.227442503,37,0.0503,153.3770142,193.6,1.479017973,1.578624725,19.54699516
14.41475582,168.6193,0,3.307144403,37,0.051,153.137207,193.6,1.480537057,1.580469251,21.67909813
14.4516468,168.7115,0,3.307144403,37,0.0509,152.9711914,193.4,1.481188059,1.581337333,17.88145828
14.48202801,168.8099,0,3.227442503,37,0.0503,152.7682953,193.4,1.482273102,1.581554294,29.57276535
14.49287796,168.8099,0,3.227442503,37,0.0509,152.6760712,193.4,1.482381582,1.581554294,36.46819305
14.53085423,168.6131,0,3.307144403,36.9,0.0505,152.5039063,193.4,1.483358145,1.582964778,19.4059391
14.55581093,168.8283,0,3.307144403,36.9,0.051,152.2395172,193.4,1.483792186,1.584158421,19.31913757
14.59487247,168.7976,0,3.227442503,36.9,0.0508,152.1165466,193.3,1.484985709,1.584809422,22.96487045
14.56123543,168.9021,0,3.384970188,37,0.0509,152.0550537,193.3,1.48509419,1.585677385,14.67516518
14.55581093,168.7607,0,3.227442503,36.9,0.0509,151.8337097,193.2,1.485528231,1.585677385,30.82598495
